filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz0115.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,"This video shows President Ahmadinejad’s speech about Palestine, and the violation of human rights in this country.",این ویدیو سخنرانی‌ احمدی‌نژاد در مورد فلسطین و نقض حقوق بشر در این کشور را نشان میدهد.,Speech / Human Rights,سخنرانی / حقوق بشر,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,President Ahmadinejad’s speech about Palestine,سخنرانی‌ احمدی‌نژاد در مورد فلسطین,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0116.mp4,۱۳۸۸/۱۲/۰۵,2/24/2010,2010-02-24,,,Birjand,بیرجند,Iran,ایران,This video shows President Ahmadinejad’s speech in Birjand about distribution of subsidy.,این ویدیو سخنرانی‌ احمدی‌نژاد در شهر بیرجند پیرامون پخش یارانه‌ها را نشان میدهد.,Speech / Subsidy,سخنرانی / یارانه‌,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,President Ahmadinejad’s speech in Birjand,سخنرانی‌ احمدی‌نژاد در شهر بیرجند,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"32.8649039, 59.226247"
khiz0117.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,"This video shows the Green Movement protesters and the supporters of President Ahmadinejad protesting on opposite sides of a street. The Green Movement protesters are chanting “Mahmoud the traitor, we wish you would become vagrant, you destroyed our country, you killed the youth; you slaughtered thousands, down with you, down with you.”","این ویدیو تظاهرکنندگان جنبش سبز و حامیان احمدی‌نژاد در دو سمت یک خیابان در حال تظاهرات را نشان میدهد. تظاهرکنندگان جنبش سبز شعار ""محمود خائن آواره گردی، خاک وطن را ویرانه کردی، کشتی جوانان وطن، الله اکبر، کردی هزاران در کفن، الله اکبر، مرگ بر تو، مرگ بر تو"" ، ""نصر من الله و فتح قریب، مرگ بر این دولت مردم فریب"" را سر می‌دادند.",Protest,تظاهرات,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,Green Movement Protesters and Supporters of Ahmadinejad Protesting on Opposite Sides of a Street,تظاهرات حامیان جنبش سبز و حامیان احمدی‌نژاد در دو سمت یک خیابان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0119.mp4,۱۳۸۹/۰۲/۲۶,5/16/2010,2010-05-16,,,Tehran,تهران,Iran,ایران,"This video shows a translation failure during President Ahmadinejad’s meeting with Lula da Silva, president of Brazil.",این ویدیو اختلال در ترجمه در حین ملاقات احمدی‌نژاد با لولا دا سیلوا ،رئیس جمهور برزیل، را نشان میدهد.,Islamic Republic / Speech,جمهوری اسلامی / سخنرانی,Mahmoud Ahmadinejad / Lula da Silva,محمود احمدی‌ نژاد / ولا دا سیلوا,Translation Failure during Ahmadinejad’s Speech,اختلال در ترجمه در سخنرانی احمدی‌نژاد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0120.mp4,۱۳۸۹/۰۱/۱۸,4/7/2010,2010-04-07,,,Urmia,اورمیه,Iran,ایران,This video shows Ahmadjinejad getting a cold welcome during his visit to Urmia.,این ویدیو استقبال سرد مردم از احمدی‌نژاد در طولِ سفرش به ارومیه را نشان میدهد.,Islamic Republic / Speech,جمهوری اسلامی / سخنرانی,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,Ahmadjinejad gets a cold welcome in Rasht,استقبال سرد مردم از احمدی‌نژاد در ارومیه,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.5498061, 45.0786282"
khiz0121.mp4,۱۳۸۸,2009,2009,,,Rasht,رشت,Iran,ایران,This video shows Ahmadjinejad getting a cold welcome during his visit to Rasht.,این ویدیو استقبال سرد مردم از احمدی‌نژاد در طولِ سفرش به رشت را نشان میدهد.,Islamic Republic / Speech,جمهوری اسلامی / سخنرانی,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,Ahmadjinejad gets a cold welcome in Rasht,استقبال سرد مردم از احمدی‌نژاد در رشت,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.2682177, 49.589123"
khiz0123.mp4,۱۳۸۲/۱۲/۱۷,03/07/2004,2004-03-07,,,Tehran,تهران,Iran,ایران,This video shows Ali Akbar Mousavi Khoeini’s speech about justice in the parliament of Iran. His speech was interrupted multiple times and led to turmoil in the parliament.,این ویدیو سخنرانی‌ علی‌‌‌اکبر موسوی خوئینی پیرامون عدالت در مجلس ایران را نشان میدهد. سخنان ایشان چندین بر قطع و به آشوب در مجلس منجرب شد.,Islamic Consultative Assembly / Speech,مجلس شورای اسلامی / سخنرانی,Ali Akbar Mousavi Khoeini,علی‌‌‌اکبر موسوی خوئینی,Ali Akbar Mousavi Khoeini’s Speech in the Parliament,سخنرانی‌ علی‌‌‌اکبر موسوی خوئینی در مجلس,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0124.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows photos of Iran’s post-election protests.,این ویدیو عکسهایی از تظاهرات بعد از انتخابات در ایران را نشان میدهد.,Protest,تظاهرات,,,Photos of Iran’s Post-Election Protests,عکسهایی از تظاهرات بعد از انتخابات در ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0125.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows photos of Iran’s post-election protests.,این ویدیو عکسهایی از تظاهرات بعد از انتخابات در ایران را نشان میدهد.,Protest,تظاهرات,,,Photos of Iran’s Post-Election Protests,عکسهایی از تظاهرات بعد از انتخابات در ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0126.mp4,۱۳۸۸/۰۷/۱۳,10/5/2009,2009-10-05,Iran University of Science and Technology,دانشگاه علم و صنعت ایران,Tehran,تهران,Iran,ایران,This video shows students of the Iran University of Science and Technology chanting “Allahu Akbar (God is [the] Greatest)” at the school cafeteria.,"این ویدیو دانشجویان دانشگاه علم و صنعت ایران در حال سر دادن شعر ""الله اکبر"" در محل غذاخوری دانشگاه را نشان میدهد.",Student Movement ,جنبش دانشجویی ,,,Students Chanting “Allahu Akbar” at the School Cafeteria,"دانشجویان در حال سر دادن شعر ""الله اکبر"" در محل غذاخوری دانشگاه",moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz0127.mp4,۱۳۸۸/۰۵/۰۳,7/25/2009,2009-07-25,,,Amsterdam,آمستردام,Netherlands,هلند,"Iranians in Amsterdam are gathered to show their support of the Green Movement. Shirin Ebadi, a Noble Peace Prize winner, can be seen the crowd.",ایرانیان مقیم آمستردام گرد هم آمدند تا حمایت خود را از جنبش سبز نشان دهند. در میانِ این جمع شیرین عبادی، برنده جایزه صلح نوبل، نیز دیده میشود.,Global Support for Iran,حمایت جهانی برای ایران,Shirin Ebadi,شیرین عبادی,Iranians in Amsterdam Show Their Support of the Green Movement,حمایت ایرانیان مقیم آمستردام از جنبش سبز,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"52.3702157, 4.8951678"
khiz0128.mp4,۱۳۸۸/۰۶/۰۸,8/30/2009,2009-08-30,,,Tehran,تهران,Iran,ایران,This video shows President Ahmadinejad saying that he consults with children that send him letters or drawings.,این ویدیو احمدی‌نژاد را نشان میدهد که می‌گوید او از کودکانی که برایش نامه و نقاشی می‌فرستند مشورت می‌گیرد.,Speech / Islamic Republic,سخنرانی / جمهوری اسلامی,Mahmoud Ahmadinejad,محمود احمدی‌ نژاد,Ahmadinejad Consults with Children,احمدی‌نژاد از کودکان مشورت می‌گیرد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0129.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows photos of the Iranian so called morality police arresting women for failing to wear their hijab properly.,این ویدیو تصاویری از گشتِ ارشاد در حال دستگیری زنان به جرم حجاب نامناسب در ایران را نشان میدهد.,Suppression / Hijab,سرکوب / حجاب,,,Morality Police Arrests Women for Failing to Wear a Hijab,گشتِ ارشاد در حال دستگیری زنان به جرم حجاب نامناسب,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0130.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,"This video shows the Iranian protesters trying to get one of the protesters, who has been shot by the riot police, to the hospital.",این ویدیو تظاهرکنندگان ایرانی‌ در حال تلاش برای انتقال یکی‌ از تظاهرکنندگان که مورد اصابت گلوله پلیس ضد شورش قرار گرفته به بیمارستان را نشان میدهد.,Police Brutality,درندگی پلیس,,,Transferring a Protester Who Has Been Shot to the Hospital,انتقال یکی‌ از تظاهرکنندگان که مورد اصابت گلوله قرار گرفته به بیمارستان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0131.mp4,۱۳۸۸/۱۰/۱۴,1/6/2010,2010-01-06,,,,,,,This video shows Iranian soccer fans chanting slogans against Afashin Ghotbi during a soccer game.,این ویدیو طرفداران فوتبال در ایران در حال سر دادن شعار بر ضد افشین قطبی را نشان میدهد.,Sport,ورزش,Afshin Ghotbi,افشین قطبی,Soccer Fans Chanting Slogans against Afashin Ghotbi,طرفداران فوتبال در حال سر دادن شعار بر ضد افشین قطبی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
